date,open,high,low,close,volume,rsi,adx
2023-01-04T00:00:00.000Z,16675.65000000,16991.87000000,16652.66000000,16850.36000000,220362.18862000,51.22,9.66
2023-01-05T00:00:00.000Z,16850.36000000,16879.82000000,16753.00000000,16831.85000000,163473.56641000,50.49,4.01
2023-01-06T00:00:00.000Z,16831.85000000,17041.00000000,16679.00000000,16950.65000000,207401.28415000,57.53,14.11
2023-01-07T00:00:00.000Z,16950.31000000,16981.91000000,16908.00000000,16943.57000000,104526.56880000,54.92,17.71
2023-01-08T00:00:00.000Z,16943.83000000,17176.99000000,16911.00000000,17127.83000000,135155.89695000,61.61,19.31
2023-01-09T00:00:00.000Z,17127.83000000,17398.80000000,17104.66000000,17178.26000000,266211.52723000,60.47,27.87
2023-01-10T00:00:00.000Z,17179.04000000,17499.00000000,17146.34000000,17440.66000000,221382.42581000,78.56,30.36
2023-01-11T00:00:00.000Z,17440.64000000,18000.00000000,17315.60000000,17943.26000000,262221.60653000,92.84,60.84
2023-01-12T00:00:00.000Z,17943.26000000,19117.04000000,17892.05000000,18846.62000000,454568.32178000,95.23,86.37
2023-01-13T00:00:00.000Z,18846.62000000,20000.00000000,18714.12000000,19930.01000000,368615.87823000,97.41,90.92
2023-01-14T00:00:00.000Z,19930.01000000,21258.00000000,19888.05000000,20954.92000000,393913.74951000,99.43,93.60
2023-01-15T00:00:00.000Z,20952.76000000,21050.74000000,20551.01000000,20871.50000000,178542.22549000,97.56,94.58
2023-01-16T00:00:00.000Z,20872.99000000,21474.05000000,20611.48000000,21185.65000000,293078.08262000,97.70,94.60
2023-01-17T00:00:00.000Z,21185.65000000,21647.45000000,20841.31000000,21134.81000000,275407.74409000,96.66,94.81
2023-01-18T00:00:00.000Z,21132.29000000,21650.00000000,20407.15000000,20677.47000000,350916.01949000,87.81,94.76
2023-01-19T00:00:00.000Z,20677.47000000,21192.00000000,20659.19000000,21071.59000000,251385.84925000,88.99,80.17
2023-01-20T00:00:00.000Z,21071.59000000,22755.93000000,20861.28000000,22667.21000000,338079.13659000,91.34,81.01
2023-01-21T00:00:00.000Z,22666.00000000,23371.80000000,22422.00000000,22783.55000000,346445.48432000,91.58,85.12
2023-01-22T00:00:00.000Z,22783.35000000,23078.71000000,22292.37000000,22707.88000000,253577.75286000,90.35,76.69
2023-01-23T00:00:00.000Z,22706.02000000,23180.00000000,22500.00000000,22916.45000000,293588.37938000,90.57,76.74
2023-01-24T00:00:00.000Z,22917.81000000,23162.20000000,22462.93000000,22632.89000000,293158.78254000,86.60,76.10
2023-01-25T00:00:00.000Z,22631.94000000,23816.73000000,22300.00000000,23060.94000000,346042.83223000,86.45,75.45
2023-01-26T00:00:00.000Z,23060.42000000,23282.47000000,22850.01000000,23009.65000000,288924.43581000,83.75,75.35
2023-01-27T00:00:00.000Z,23009.65000000,23500.00000000,22534.88000000,23074.16000000,280833.86315000,80.54,71.61
2023-01-28T00:00:00.000Z,23074.16000000,23189.00000000,22878.46000000,23022.60000000,148115.71085000,74.76,66.47
2023-01-29T00:00:00.000Z,23021.40000000,23960.54000000,22967.76000000,23742.30000000,295688.79204000,79.83,61.68
2023-01-30T00:00:00.000Z,23743.37000000,23800.51000000,22500.00000000,22826.15000000,302405.90121000,65.15,54.82
2023-01-31T00:00:00.000Z,22827.38000000,23320.00000000,22714.77000000,23125.13000000,264649.34909000,67.58,35.39
2023-02-01T00:00:00.000Z,23125.13000000,23812.66000000,22760.23000000,23732.66000000,310790.42271000,76.29,36.05
2023-02-02T00:00:00.000Z,23731.41000000,24255.00000000,23363.27000000,23488.94000000,364177.20751000,71.35,58.21
2023-02-03T00:00:00.000Z,23489.33000000,23715.70000000,23204.62000000,23431.90000000,332571.02904000,59.27,39.04
2023-02-04T00:00:00.000Z,23431.90000000,23587.78000000,23253.96000000,23326.84000000,166126.47295000,56.61,6.37
2023-02-05T00:00:00.000Z,23327.66000000,23433.33000000,22743.00000000,22932.91000000,209251.33917000,52.54,10.82
2023-02-06T00:00:00.000Z,22932.91000000,23158.25000000,22628.13000000,22762.52000000,265371.60690000,48.25,3.65
2023-02-07T00:00:00.000Z,22762.52000000,23350.25000000,22745.78000000,23240.46000000,308006.72482000,56.62,0.34
2023-02-08T00:00:00.000Z,23242.42000000,23452.00000000,22665.85000000,22963.00000000,280056.30717000,48.90,0.34
2023-02-09T00:00:00.000Z,22961.85000000,23011.39000000,21688.00000000,21796.35000000,402894.69550000,39.07,28.99
2023-02-10T00:00:00.000Z,21797.83000000,21938.16000000,21451.00000000,21625.19000000,338591.94247000,37.19,46.11
2023-02-11T00:00:00.000Z,21625.19000000,21906.32000000,21599.78000000,21862.55000000,177021.58433000,40.07,52.80
2023-02-12T00:00:00.000Z,21862.02000000,22090.00000000,21630.00000000,21783.54000000,204435.65163000,31.17,54.95
2023-02-13T00:00:00.000Z,21782.37000000,21894.99000000,21351.07000000,21773.97000000,295730.76791000,37.75,55.33
2023-02-14T00:00:00.000Z,21774.63000000,22319.08000000,21532.77000000,22199.84000000,361958.40109000,39.54,42.69
2023-02-15T00:00:00.000Z,22199.84000000,24380.00000000,22047.28000000,24324.05000000,375669.16111000,54.98,27.48
2023-02-16T00:00:00.000Z,24322.87000000,25250.00000000,23505.25000000,23517.72000000,450080.68366000,50.22,6.75
2023-02-17T00:00:00.000Z,23517.72000000,25021.11000000,23339.37000000,24569.97000000,496813.21376000,57.59,0.90
2023-02-18T00:00:00.000Z,24568.24000000,24877.00000000,24430.00000000,24631.95000000,216917.25213000,58.75,19.87
2023-02-19T00:00:00.000Z,24632.05000000,25192.00000000,24192.57000000,24271.76000000,300395.99542000,59.02,23.09
2023-02-20T00:00:00.000Z,24272.51000000,25121.23000000,23840.83000000,24842.20000000,346938.56997000,63.30,27.62
2023-02-21T00:00:00.000Z,24843.89000000,25250.00000000,24148.34000000,24452.16000000,376000.82868000,57.84,30.02
2023-02-22T00:00:00.000Z,24450.67000000,24476.05000000,23574.69000000,24182.21000000,379425.75365000,57.89,14.57
2023-02-23T00:00:00.000Z,24182.21000000,24599.59000000,23608.00000000,23940.20000000,398400.45437000,65.76,23.30
2023-02-24T00:00:00.000Z,23940.20000000,24132.35000000,22841.19000000,23185.29000000,343582.57453000,60.56,36.88
2023-02-25T00:00:00.000Z,23184.04000000,23219.13000000,22722.00000000,23157.07000000,191311.81010000,59.02,15.43
2023-02-26T00:00:00.000Z,23157.07000000,23689.99000000,23059.18000000,23554.85000000,202323.73623000,61.82,19.38
2023-02-27T00:00:00.000Z,23554.85000000,23897.99000000,23106.77000000,23492.09000000,283706.08590000,61.38,23.60
2023-02-28T00:00:00.000Z,23492.09000000,23600.00000000,23020.97000000,23141.57000000,264140.99894000,56.30,15.85
2023-03-01T00:00:00.000Z,23141.57000000,24000.00000000,23020.03000000,23628.97000000,315287.41737000,44.04,8.66
2023-03-02T00:00:00.000Z,23629.76000000,23796.93000000,23195.90000000,23465.32000000,239315.45219000,49.50,23.87
2023-03-03T00:00:00.000Z,23465.32000000,23476.95000000,21971.13000000,22354.34000000,319954.19785000,28.90,25.30
2023-03-04T00:00:00.000Z,22354.34000000,22410.00000000,22157.08000000,22346.57000000,121257.38132000,28.01,70.01
2023-03-05T00:00:00.000Z,22346.57000000,22662.09000000,22189.22000000,22430.24000000,154841.75786000,31.29,68.89
2023-03-06T00:00:00.000Z,22430.24000000,22602.19000000,22258.00000000,22410.00000000,203751.82957000,22.17,66.05
2023-03-07T00:00:00.000Z,22409.41000000,22557.91000000,21927.00000000,22197.96000000,292519.80912000,23.11,77.46
2023-03-08T00:00:00.000Z,22198.56000000,22287.00000000,21580.00000000,21705.44000000,301460.57272000,21.95,74.70
2023-03-09T00:00:00.000Z,21704.37000000,21834.99000000,20042.72000000,20362.22000000,443658.28584000,17.57,78.52
2023-03-10T00:00:00.000Z,20362.21000000,20367.78000000,19549.09000000,20150.69000000,618456.46710000,19.48,82.41
2023-03-11T00:00:00.000Z,20150.69000000,20686.51000000,19765.03000000,20455.73000000,427831.82133000,24.27,70.91
2023-03-12T00:00:00.000Z,20455.73000000,22150.00000000,20270.60000000,21997.11000000,430944.94288000,37.82,65.15
2023-03-13T00:00:00.000Z,21998.05000000,24500.00000000,21813.88000000,24113.48000000,687889.31259000,53.68,27.08
2023-03-14T00:00:00.000Z,24112.27000000,26386.87000000,23976.42000000,24670.41000000,699360.93423000,58.83,8.43
2023-03-15T00:00:00.000Z,24670.41000000,25196.97000000,23896.95000000,24285.66000000,581450.72984000,53.84,5.09
2023-03-16T00:00:00.000Z,24285.66000000,25167.40000000,24123.00000000,24998.78000000,439421.32998000,58.43,0.60
2023-03-17T00:00:00.000Z,24998.78000000,27756.84000000,24890.00000000,27395.13000000,624460.68091000,74.27,10.29
2023-03-18T00:00:00.000Z,27395.13000000,27724.85000000,27060.00000000,27466.78000000,112424.97951000,74.50,38.39
